"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1767508647163351285","Tue Mar 12 11:11:14 +0000 2024","22"," Kasian tapi ngakakKebanyakan main ojol the game kaya nya ini https://t.co/d2p35LZYQq","1767508647163351285","https://pbs.twimg.com/media/GIdzve3bUAAvwSm.jpg","","in","Indonesia","1","15","1","https://x.com/tanyakanrl/status/1767508647163351285","1331650559518990336","tanyakanrl"
"1763775734391406623","Sat Mar 02 03:57:59 +0000 2024","6"," mau donlod ojol the game aja kudu effort bgt https://t.co/fDNJp5sZmH","1763775734391406623","https://pbs.twimg.com/media/GHowrgcb0AAqr_N.jpg","","in","","0","3","0","https://x.com/convomf/status/1763775734391406623","1314975287294083073","convomf"
"1767027141349449977","Mon Mar 11 03:17:54 +0000 2024","4"," cw // ojol the game sender abis pecel lele date sama ayang nich kalian ngedate jg gak nih? https://t.co/BBqHbKX8pQ","1767027141349449977","https://pbs.twimg.com/media/GIW90Ola8AADJsM.jpg","","in","","0","0","0","https://x.com/convomf/status/1767027141349449977","1314975287294083073","convomf"
"1775070781988618464","Tue Apr 02 08:00:28 +0000 2024","9"," guys ayo mabar ojol the game https://t.co/J73gB6WNws","1775070781988618464","https://pbs.twimg.com/media/GKJRd8EaQAAdooT.jpg","","tl","Indonesia","5","18","2","https://x.com/tanyakanrl/status/1775070781988618464","1331650559518990336","tanyakanrl"
"1765590759888318481","Thu Mar 07 04:10:14 +0000 2024","437"," gais.... ternyata sosok dibalik makam di kuburan ojol the game itu pemilik nama upin&amp;ipin spertinya di verse ojol the game upin&amp;ipin telah tiada rip https://t.co/ldqq350WIc","1765590759888318481","https://pbs.twimg.com/media/GICjbtaaEAAXy2p.jpg","","in","Indonesia","2","23","11","https://x.com/tanyakanrl/status/1765590759888318481","1331650559518990336","tanyakanrl"
"1766504675292192798","Sat Mar 09 16:41:49 +0000 2024","0"," Ojol the game Ini yang pesenannya gak ada lingkeran ijonya tuh maksudnya pesenan ghaib atau gimana sih? Aku 3x dapet pesenan disitu tetep aja ga nemu siapa kang ordernya selalu zonk + berujung menyudahi game. Tipsnya dong barangkali ada yang berhasil :) https://t.co/kv76Dcv5Sk","1766504675292192798","https://pbs.twimg.com/media/GIPiouba4AAo6Zv.jpg","","in","","0","6","0","https://x.com/convomf/status/1766504675292192798","1314975287294083073","convomf"
"1764975891162247197","Tue Mar 05 11:26:58 +0000 2024","4"," cw ojol the game Ini jalan kebuka pas level berapa? apa ini jalan emang gak bisa kebuka? ini jalan yang dekat pujasera https://t.co/sL5fsuAQiL","1764975891162247197","https://pbs.twimg.com/media/GH50NyDaUAAGPzw.jpg","","in","","0","5","0","https://x.com/convomf/status/1764975891162247197","1314975287294083073","convomf"
"1767462948975649273","Tue Mar 12 08:09:39 +0000 2024","3","OJOL THE GAME jangan kebanyakan pake bug atau yang orderan tinggi sampe juta juta itu gess nanti gamenya rusak :( https://t.co/frHxhh6O0p","1767462948975649273","https://pbs.twimg.com/media/GIdKLj1awAAS4M5.jpg","","in","","0","1","0","https://x.com/convomf/status/1767462948975649273","1314975287294083073","convomf"
"1764539227558355043","Mon Mar 04 06:31:50 +0000 2024","6","TW // OJOL THE GAME Merasa diberkati waktu njepat ke langit tiba2 ada cahaya https://t.co/wt5bqWrgjq","1764539227558355043","https://pbs.twimg.com/media/GHznEnTb0AABB3h.jpg","","in","","0","1","0","https://x.com/convomf/status/1764539227558355043","1314975287294083073","convomf"
"1772816461696032880","Wed Mar 27 02:42:36 +0000 2024","6","TW ojol the game udh lama ga main ojol skrg kl isi energi bisa duduk guyss trs bisa joget2 bisa pingsan dll https://t.co/8WYA0LuadP","1772816461696032880","https://pbs.twimg.com/media/GJpPLCca0AAnvTr.jpg","","in","Indonesia","0","8","0","https://x.com/tanyakanrl/status/1772816461696032880","1331650559518990336","tanyakanrl"
